application_number;application_date;registration_date;application_language_code;second_language_code;expiry_date;name
347;018006301;2019-01-06;2019-04-25;de;en;2029-01-06;SVART
348;018006302;2019-01-06;2019-04-29;de;en;2029-01-06;VivaImmun
349;018006303;2019-01-06;2019-05-28;nl;en;2029-01-06;VANTER
350;018006304;2019-01-07;2019-05-02;en;fr;2029-01-07;Tidusky
351;018006305;2019-01-07;2019-05-09;sv;de;2029-01-07;Duopress
352;018006306;2019-01-07;2019-05-09;sv;de;2029-01-07;Fixpress
353;018006307;2019-01-07;2019-06-03;sv;de;2029-01-07;Duocol
354;018006308;2019-01-07;2019-05-09;sv;de;2029-01-07;Colpress
355;018006311;2019-01-07;2019-05-01;el;en;2029-01-07;ΤΕΛΗΣ
356;018006314;2019-01-07;2019-05-22;de;en;2029-01-07;Gestüt Brune
357;018006316;2019-01-07;2019-05-22;en;de;2029-01-07;SPETTMANN
358;018006318;2019-01-07;2019-05-03;en;fr;2029-01-07;Glimra
359;018006320;2019-01-07;2020-07-09;en;fr;2029-01-07;RELUMINOL
360;018006321;2019-01-07;2019-04-25;en;fr;2029-01-07;RELUCIDOL
361;018006326;2019-01-07;2020-05-22;es;en;2029-01-07;TURISME PER A GENT CURIOSA
362;018006328;2019-01-07;2020-01-25;es;en;2029-01-07;TURISMO PARA GENTE CURIOSA
363;018006329;2019-01-07;2019-05-14;de;en;2029-01-07;ZEPTO
364;018006330;2019-01-07;2019-05-22;de;en;2029-01-07;KFZ-Pfandkredithaus Wittlich
365;018006332;2019-01-07;2019-05-01;en;fr;2029-01-07;HAY SUNSHINE
366;018006335;2019-01-07;2019-04-25;en;it;2029-01-07;Morsun
367;018006337;2019-01-07;2019-05-01;fi;en;2029-01-07;O’love
368;018006342;2019-01-07;2019-05-18;en;fr;2029-01-07;Arkidyn
369;018006343;2019-01-03;2019-05-24;fi;en;2029-01-03;WORDBLOW
370;018006347;2019-01-03;2019-04-23;en;it;2029-01-03;HZSANUE
371;018006348;2019-01-03;2019-07-12;nl;en;2029-01-03;ESKABLACK
372;018006349;2019-01-03;2019-04-23;en;it;2029-01-03;SAUGLAE
373;018006350;2019-01-03;2019-06-14;nl;en;2029-01-03;MAISTERING
374;018006351;2019-01-03;2019-04-23;en;it;2029-01-03;AIWAYS U5
375;018006355;2019-01-03;2019-05-16;it;en;2029-01-03;NEVE
376;018006360;2019-01-03;2019-05-11;en;it;2029-01-03;MERMAID GLASS
377;018006361;2019-01-03;2019-06-11;de;en;2029-01-03;Besamex
378;018006365;2019-01-03;2019-05-18;nl;en;2029-01-03;MADAME ROSE
379;018006368;2019-01-03;2019-05-11;en;it;2029-01-03;RED CROW
380;018006374;2019-01-03;2019-04-29;sv;en;2029-01-03;GHOGH Sportswear
381;018006375;2019-01-03;2019-04-25;pl;en;2029-01-03;gsw legal
382;018006377;2019-01-03;2019-04-29;en;de;2029-01-03;BIBOKAOKE
383;018006378;2019-01-03;2019-04-25;en;de;2029-01-03;WQIANGHZI
384;018006379;2019-01-03;2019-04-26;en;de;2029-01-03;TianWlio
385;018006380;2019-01-03;2019-04-29;en;de;2029-01-03;Baiomawzh
386;018006381;2019-01-03;2019-04-29;en;de;2029-01-03;Dwevkeful
387;018006384;2019-01-04;2019-04-29;en;fr;2029-01-04;Zajing
388;018006385;2019-01-04;2019-04-29;en;fr;2029-01-04;Nedfoss
389;018006387;2019-01-04;2019-04-26;en;de;2029-01-04;wrei
390;018006388;2019-01-04;2019-04-29;en;fr;2029-01-04;Nightsky
391;018006389;2019-01-04;2019-04-29;en;fr;2029-01-04;Henboury
392;018006391;2019-01-04;2019-04-29;en;fr;2029-01-04;FLORACERA
393;018006392;2019-01-04;2019-04-29;en;fr;2029-01-04;Okasan
394;018006394;2019-01-04;2019-06-08;en;fr;2029-01-04;Gutkam
395;018006395;2019-01-04;2019-05-03;en;de;2029-01-04;RIOJOY
396;018006396;2019-01-04;2019-04-30;en;fr;2029-01-04;WeCheering
397;018006399;2019-01-04;2019-04-25;pl;en;2029-01-04;Mindnotes
398;018006403;2019-01-04;2019-05-24;en;es;2029-01-04;IRON CONQUEST
399;018006407;2019-01-04;2019-05-07;en;fr;2029-01-04;DAYBREAK
400;018006408;2019-01-04;2019-09-18;de;en;2029-01-04;Wigento
401;018006410;2019-01-04;2019-04-20;en;de;2029-01-04;BLACK SEAL TECHNOLOGY
402;018006411;2019-01-04;2019-05-02;fr;en;2029-01-04;PAUL CHAMBOIS
403;018006412;2019-01-04;2019-05-23;en;fr;2029-01-04;WEE-SCREEN
404;018006413;2019-01-04;2019-05-11;en;fr;2029-01-04;DIALEXA
405;018006418;2019-01-04;2019-05-02;fr;en;2029-01-04;BAILE DEL SOL
406;018006419;2019-01-04;2019-05-22;en;fr;2029-01-04;INTELLIMON
407;018006422;2019-01-04;2020-06-19;en;fr;2029-01-04;V-AIR
408;018006423;2019-01-04;2019-05-22;es;en;2029-01-04;AITO
409;018006424;2019-01-04;2019-05-14;en;fr;2029-01-04;BABYMINDER
410;018006425;2019-01-04;2019-05-02;fr;en;2029-01-04;ROBERT BELFINE
411;018006426;2019-01-04;2019-05-23;en;fr;2029-01-04;P-SCREEN
412;018006428;2019-01-04;2019-05-22;en;fr;2029-01-04;AIRLOOP
413;018006429;2019-01-04;2019-05-02;fr;en;2029-01-04;GIUSEPPE MONAC
414;018006430;2019-01-04;2019-05-23;en;fr;2029-01-04;VAZE
415;018006431;2019-01-04;2019-04-29;de;en;2029-01-04;Kingcome
416;018006433;2019-01-04;2019-04-29;en;fr;2029-01-04;DAN.LOSIG
417;018006434;2019-01-04;2019-04-29;de;en;2029-01-04;MOOZIK
418;018006435;2019-01-04;2019-04-25;en;de;2029-01-04;Fasumava
419;018006436;2019-01-04;2019-04-26;en;de;2029-01-04;Zojuyozio
420;018006439;2019-01-04;2019-04-29;it;en;2029-01-04;ISAMGEO
421;018006442;2019-01-04;2019-06-21;de;en;2029-01-04;Besavital
422;018006446;2019-01-04;2019-05-18;fr;en;2029-01-04;MANTU
423;018006447;2019-01-05;2019-04-25;de;en;2029-01-05;Antaris Project
424;018006448;2019-01-05;2019-04-25;en;fr;2029-01-05;SANTAI LIVING
425;018006449;2019-01-06;2019-04-25;it;en;2029-01-06;FEKNES
426;018006450;2019-01-06;2019-05-01;de;en;2029-01-06;SCORN
427;018006452;2019-01-06;2019-04-25;es;en;2029-01-06;Koopete
428;018006453;2019-01-06;2019-04-29;it;en;2029-01-06;PHILIP ISLAND
429;018006455;2019-01-07;2019-04-25;en;it;2029-01-07;CHEVELLE
430;018006456;2019-01-07;2019-04-25;en;it;2029-01-07;GEBER
431;018006457;2019-01-07;2019-04-29;en;it;2029-01-07;i-Charm
432;018006458;2019-01-07;2019-04-25;en;it;2029-01-07;UMAY
433;018006459;2019-01-07;2019-05-01;en;it;2029-01-07;LONTEK
434;018006462;2019-01-07;2019-04-26;en;de;2029-01-07;hideer
435;018006465;2019-01-07;2019-05-01;en;it;2029-01-07;ZKBM
436;018006466;2019-01-07;2020-10-24;en;fr;2029-01-07;PORNHUB RECORDS
437;018006467;2019-01-07;2019-04-29;nl;en;2029-01-07;Original Replicas
438;018006468;2019-01-07;2019-04-25;en;it;2029-01-07;Ahans
439;018006470;2019-01-07;2019-05-01;en;fr;2029-01-07;UFO
440;018006472;2019-01-07;2019-06-08;fr;en;2029-01-07;DENSICAT
441;018006476;2019-01-07;2019-05-15;en;de;2029-01-07;CAMBRIA
442;018006478;2019-01-07;2019-05-03;de;en;2029-01-07;CompactMaster
443;018006480;2019-01-07;2019-05-22;fr;en;2029-01-07;PROBACAT
444;018006481;2019-01-07;2019-05-23;fr;en;2029-01-07;HORTIFIBRE
445;018006484;2019-01-07;2019-05-22;fr;en;2029-01-07;SPIRELF
446;018006485;2019-01-07;2019-05-24;en;fr;2029-01-07;RICOH Dynamic Workplace Intelligence
447;018006486;2019-01-07;2019-05-22;fr;en;2029-01-07;TURBOTAL
448;018006490;2019-01-07;2019-04-25;it;en;2029-01-07;Blaz-Her
449;018006494;2019-01-07;2019-05-09;hu;en;2029-01-07;Juhász Testvérek Pincészete
450;018006497;2019-01-07;2019-05-24;en;fr;2029-01-07;VERVE
451;018006498;2019-01-07;2019-05-22;fr;en;2029-01-07;FIXOTAL
452;018006501;2019-01-07;2019-05-14;en;it;2029-01-07;KIDS COLDROPS VAPOR
453;018006502;2019-01-07;2019-05-14;en;it;2029-01-07;COLDROPS VAPOR
454;018006503;2019-01-07;2019-05-14;en;it;2029-01-07;BABY COLDROPS VAPOR
455;018006504;2019-01-07;2019-04-25;en;de;2029-01-07;GIFBERA
456;018006505;2019-01-07;2019-06-22;en;fr;2029-01-07;INTERSWITCH
457;018006506;2019-01-07;2019-10-09;en;fr;2029-01-07;QUICKTELLER
458;018006508;2019-01-07;2019-05-07;de;en;2029-01-07;24 | 7 by stays offices
459;018006522;2019-01-07;2019-05-14;es;en;2029-01-07;PEACH SKIN EFFECT
460;018006524;2019-01-07;2019-04-20;de;en;2029-01-07;MIGHTY MINOTAUR
461;018006525;2019-01-07;2019-05-15;it;en;2029-01-07;NAPOLEONE ERBA
462;018006526;2019-01-07;2019-08-14;en;de;2029-01-07;SMOUV
463;018006527;2019-01-07;2019-05-28;fr;en;2029-01-07;ESQUIVE
464;018006528;2019-01-07;2019-05-28;fr;en;2029-01-07;ZEADYN
465;018006529;2019-01-07;2019-06-25;fr;en;2029-01-07;Mazette
466;018006531;2019-01-07;2019-05-23;en;fr;2029-01-07;CLEANBOX
467;018006534;2019-01-07;2019-05-01;en;fr;2029-01-07;Maddox Gallery
468;018006538;2019-01-07;2020-08-03;de;en;2029-01-07;BACKUP
469;018006545;2019-01-07;2019-06-18;nl;en;2029-01-07;TerraCottaLyn
470;018006549;2019-01-07;2019-06-20;en;fr;2029-01-07;THE RIGHTEOUS GEMSTONES
471;018006551;2019-01-07;2019-05-28;en;fr;2029-01-07;TECHOOL
472;018006552;2019-01-07;2019-05-03;de;en;2029-01-07;FX-39
473;018006555;2019-01-07;2019-06-01;it;en;2029-01-07;KIREILA
474;018006557;2019-01-07;2019-05-22;en;de;2029-01-07;Abishion
475;018006558;2019-01-07;2019-05-23;en;de;2029-01-07;Aiwode
476;018006559;2019-01-08;2019-04-29;en;it;2029-01-08;Triplo Max
477;018006563;2019-01-08;2019-06-25;en;fr;2029-01-08;TRGO
478;018006566;2019-01-08;2019-04-30;en;de;2029-01-08;Yaffi
479;018006572;2019-01-08;2019-05-25;de;en;2029-01-08;ProQuick
480;018006573;2019-01-08;2019-05-15;sv;en;2029-01-08;HIRONIC
481;018006574;2019-01-08;2019-05-22;de;en;2029-01-08;syngo DynaCT Sine Spine
482;018006575;2019-01-08;2019-04-29;en;it;2029-01-08;Tricliks
483;018006580;2019-01-08;2019-06-04;de;en;2029-01-08;RCP
484;018006584;2019-01-08;2019-05-03;en;de;2029-01-08;THE BESSIE WILLIAMSON STORY
485;018006585;2019-01-08;2019-05-09;fr;en;2029-01-08;SOFTEO
486;018006588;2019-01-08;2019-07-31;en;fr;2029-01-08;OWN PWR
487;018006591;2019-01-08;2019-05-24;en;fr;2029-01-08;REVLY
488;018006601;2019-01-03;2019-11-12;de;en;2029-01-03;Foodganic
489;018006603;2019-01-04;2019-06-01;it;en;2029-01-04;Ciampix
490;018006607;2019-01-04;2019-06-13;en;de;2029-01-04;NOVELLUS
491;018006609;2019-01-04;2019-04-27;en;fr;2029-01-04;BRUCE
492;018006610;2019-01-04;2019-04-19;de;en;2029-01-04;CannRelief
493;018006611;2019-01-04;2019-05-15;et;en;2029-01-04;MADE IN MYFITNESS
494;018006616;2019-01-04;2019-06-08;de;en;2029-01-04;LOFcare
495;018006618;2019-01-04;2019-06-08;de;en;2029-01-04;LOFCEL
496;018006620;2019-01-04;2019-06-15;de;en;2029-01-04;Unitos G2
497;018006622;2019-01-04;2019-05-14;en;it;2029-01-04;TRUTH THROUGH DATA
498;018006624;2019-01-04;2019-04-29;en;de;2029-01-04;Enicuter
499;018006625;2019-01-04;2019-08-17;en;it;2029-01-04;WARRIORS OF LIGHT
500;018006627;2019-01-04;2019-08-17;en;it;2029-01-04;SCHOOL OF THE MAGE
501;018006629;2019-01-04;2019-04-25;fr;en;2029-01-04;FOR TECHS BY TECHS
502;018006631;2019-01-04;2019-08-17;en;it;2029-01-04;L.I.F.E. PROGRAMS
503;018006632;2019-01-04;2019-04-29;en;it;2029-01-04;WINEBAZAR
504;018006633;2019-01-04;2019-08-17;en;it;2029-01-04;KING SALOMON HEALING MODALITY
505;018006635;2019-01-04;2019-08-17;en;it;2029-01-04;ENSOFIC RAY MODALITIES
506;018006637;2019-01-04;2019-08-17;en;it;2029-01-04;ENSOFIC REIKI
507;018006638;2019-01-04;2019-06-15;en;it;2029-01-04;ROSARIUM
508;018006641;2019-01-04;2019-08-17;en;it;2029-01-04;GALACTIC ACTIVATION
509;018006644;2019-01-04;2019-04-25;cs;en;2029-01-04;Epico
510;018006649;2019-01-04;2019-07-11;nl;en;2029-01-04;VERMICULUX
511;018006650;2019-01-04;2019-08-17;en;it;2029-01-04;UNIVERSAL HERMETIC RAY KABBALAH
512;018006651;2019-01-04;2019-08-17;en;it;2029-01-04;EMPOWER THYSELF
513;018006653;2019-01-04;2019-05-22;en;de;2029-01-04;Be Here Now Skincare
514;018006654;2019-01-04;2019-04-25;en;it;2029-01-04;Fanona
515;018006659;2019-01-04;2019-04-25;da;en;2029-01-04;Fresh & Alert
516;018006663;2019-01-04;2019-05-25;en;it;2029-01-04;ERBI
517;018006665;2019-01-04;2019-05-22;en;es;2029-01-04;VERSUS SPORTS
518;018006666;2019-01-04;2019-05-24;en;es;2029-01-04;VERSUS ENERGY
519;018006667;2019-01-04;2019-04-25;es;en;2029-01-04;Harris Hawk by Ortiz & Reed
520;018006668;2019-01-04;2019-04-29;fr;en;2029-01-04;je(u)
521;018006669;2019-01-04;2019-05-24;en;de;2029-01-04;Spigen Rugged Armor
522;018006670;2019-01-04;2019-06-12;pt;en;2029-01-04;DIVERGE
523;018006671;2019-01-04;2019-06-14;nl;en;2029-01-04;BYNOUCK
524;018006673;2019-01-04;2019-04-29;de;en;2029-01-04;12GO
525;018006674;2019-01-04;2019-05-23;en;fr;2029-01-04;CONNECT CASE CENTER
526;018006677;2019-01-04;2019-07-10;en;fr;2029-01-04;THE WOMBLES
527;018006681;2019-01-04;2019-06-14;nl;en;2029-01-04;mealhero
528;018006686;2019-01-05;2019-05-24;en;fr;2029-01-05;HYPERION
529;018006690;2019-01-06;2019-08-06;sv;en;2029-01-06;PHOSCART
530;018006691;2019-01-06;2019-08-06;sv;en;2029-01-06;FOSCART
531;018006693;2019-01-06;2019-04-25;de;en;2029-01-06;kyp.ai
532;018006695;2019-01-06;2019-04-25;es;en;2029-01-06;Carmen Megara
533;018006701;2019-01-07;2019-05-01;en;de;2029-01-07;Fomolom
534;018006702;2019-01-07;2019-04-20;sv;en;2029-01-07;Eelex
535;018006704;2019-01-07;2019-05-22;en;es;2029-01-07;BELJIN
536;018006707;2019-01-07;2019-05-15;en;it;2029-01-07;T-Mac
537;018006708;2019-01-07;2019-05-15;en;it;2029-01-07;Terrain-Mac
538;018006709;2019-01-07;2019-05-01;de;en;2029-01-07;Cudino
539;018006710;2019-01-07;2019-04-29;fr;en;2029-01-07;ondagrip
540;018006714;2019-01-07;2019-06-14;fr;en;2029-01-07;J&J KOOK
541;018006719;2019-01-07;2019-05-30;en;fr;2029-01-07;Lighten Life
542;018006721;2019-01-07;2019-09-05;de;en;2029-01-07;LAZARITER
543;018006728;2019-01-07;2019-05-14;sv;en;2029-01-07;STANDARD ANALYTICS
544;018006730;2019-01-07;2019-05-01;sv;en;2029-01-07;Z-Water
545;018006736;2019-01-07;2019-05-23;en;it;2029-01-07;PURE EARTH
546;018006743;2019-01-07;2019-06-22;en;fr;2029-01-07;TRANE ACADEMY
547;018006745;2019-01-07;2019-05-29;en;fr;2029-01-07;mailadi
548;018006750;2019-01-07;2019-05-15;en;it;2029-01-07;PROFESSOR BLACK
549;018006754;2019-01-07;2019-05-23;en;fr;2029-01-07;MOLLI
550;018006755;2019-01-07;2019-04-29;de;en;2029-01-07;Un-Label
551;018006757;2019-01-07;2019-05-15;en;fr;2029-01-07;MOLLI Precision Surgery Made Simpler
552;018006760;2019-01-07;2019-05-23;de;en;2029-01-07;ATTENTION INVENTION
553;018006761;2019-01-07;2019-05-23;fr;en;2029-01-07;KEY BUSINESS TV
554;018006771;2019-01-07;2019-04-30;de;en;2029-01-07;VANTOPIA
555;018006772;2019-01-07;2019-05-02;fr;en;2029-01-07;LEGENDER'S AERONAUTICAL 1964
556;018006775;2019-01-07;2019-05-15;cs;en;2029-01-07;Trifibetex
557;018006776;2019-01-08;2019-04-26;en;fr;2029-01-08;BouncyMall
558;018006780;2019-01-08;2020-01-09;it;en;2029-01-08;JUCKIS
559;018006785;2019-01-08;2019-06-01;de;en;2029-01-08;Flexi SF Tube
560;018006786;2019-01-08;2019-06-01;de;en;2029-01-08;Flexi ST Tube
561;018006787;2019-01-08;2019-05-14;en;es;2029-01-08;UROFLEX
562;018006788;2019-01-08;2019-06-01;de;en;2029-01-08;Flexi S Tube
563;018006790;2019-01-08;2019-06-01;de;en;2029-01-08;Flexi FR Tube
564;018006791;2019-01-08;2019-04-23;en;de;2029-01-08;DEKOSOL
565;018006792;2019-01-08;2019-04-25;en;de;2029-01-08;ERGOSOV
566;018006798;2019-01-08;2019-04-25;en;it;2029-01-08;Wipeme
567;018006800;2019-01-08;2019-05-25;de;en;2029-01-08;KONSTANTIN STARKE
568;018006805;2019-01-08;2019-06-14;de;en;2029-01-08;zahaira
569;018006806;2019-01-08;2019-05-03;en;fr;2029-01-08;RBI8100T
570;018006807;2019-01-08;2019-04-25;it;en;2029-01-08;PROTECT BAND
571;018006808;2019-01-08;2019-04-30;de;en;2029-01-08;MAVILI
572;018006809;2019-01-08;2019-05-07;sv;en;2029-01-08;AIMPOINT
573;018006812;2019-01-08;2019-08-03;en;it;2029-01-08;ATHENA
574;018006814;2019-01-08;2019-05-10;de;en;2029-01-08;The Farns
575;018006817;2019-01-08;2019-05-03;en;es;2029-01-08;HEETS GOLD SELECTION
576;018006823;2019-01-08;2019-09-18;de;en;2029-01-08;Deutscher Städtetag
577;018006827;2019-01-08;2019-05-24;en;fr;2029-01-08;VITALROOT
578;018006828;2019-01-08;2019-05-14;fr;en;2029-01-08;ACERIS
579;018006830;2019-01-08;2019-05-03;sv;en;2029-01-08;CLARO
580;018006833;2019-01-08;2019-04-23;en;fr;2029-01-08;STYLISTA JUST BEAUTIFUL CURLS
581;018006835;2019-01-08;2019-05-16;en;it;2029-01-08;RS2
582;018006837;2019-01-08;2019-04-23;de;en;2029-01-08;ZOOMUNDO
583;018006839;2019-01-08;2019-05-16;en;es;2029-01-08;TERRAFLOWING
584;018006840;2019-01-08;2019-04-23;da;en;2029-01-08;baronello
585;018006842;2019-01-08;2019-05-07;en;fr;2029-01-08;FELINE LUCKY
586;018006853;2019-01-02;2019-04-25;de;en;2029-01-02;CEREZETTA
587;018006873;2019-01-03;2019-07-13;da;en;2029-01-03;RUKC
588;018006914;2019-01-03;2019-05-23;en;it;2029-01-03;Kristin Ess
589;018006937;2019-01-07;2019-05-14;de;en;2029-01-07;SAUGEADE
590;018006939;2019-01-07;2019-05-15;fi;en;2029-01-07;DURAFLEX
591;018006941;2019-01-07;2019-07-10;fr;en;2029-01-07;Fleet'ON
592;018006946;2019-01-07;2019-05-10;fr;en;2029-01-07;TELEAVIA
593;018006947;2019-01-07;2019-05-24;da;en;2029-01-07;TABPOS
594;018006949;2019-01-07;2019-05-02;fr;en;2029-01-07;MEMBRIGHT
595;018006951;2019-01-07;2019-05-24;da;en;2029-01-07;TABTILT
596;018006952;2019-01-07;2019-05-15;it;en;2029-01-07;Panavac
597;018006953;2019-01-07;2019-05-15;pl;en;2029-01-07;BC EVERYDAY'S DIET CATERING
598;018006957;2019-01-07;2019-08-20;de;en;2029-01-07;ONCONOVUM
599;018006959;2019-01-07;2019-05-16;it;en;2029-01-07;BIOMETHICS
600;018006961;2019-01-07;2019-06-25;it;en;2029-01-07;EXTRUD3DTILES
601;018006962;2019-01-07;2019-05-23;de;en;2029-01-07;Extheria
602;018006964;2019-01-07;2019-05-23;fr;en;2029-01-07;SAFEBAR
603;018006965;2019-01-07;2019-06-21;it;en;2029-01-07;Amor 'e Coro
604;018006966;2019-01-07;2019-05-23;fr;en;2029-01-07;LIFEROW
605;018006967;2019-01-07;2019-04-25;fr;en;2029-01-07;PSO-K
606;018006969;2019-01-07;2019-05-23;fr;en;2029-01-07;FREECAP
607;018006970;2019-01-07;2019-05-15;en;fr;2029-01-07;ResAppDx-EU
608;018006971;2019-01-07;2019-05-08;it;en;2029-01-07;SLOW NEWS
609;018006972;2019-01-07;2019-05-24;pt;en;2029-01-07;LUSOTUFO
610;018006973;2019-01-07;2019-04-25;fr;en;2029-01-07;SANOFLORE OLEA THERAPIA
611;018006975;2019-01-07;2019-04-25;pt;en;2029-01-07;LUSOLÃ
612;018006976;2019-01-07;2019-05-03;en;de;2029-01-07;Karine Jackson 100% Natural Professional Haircare
613;018006979;2019-01-07;2019-05-24;pl;en;2029-01-07;EVELINE COSMETICS #CLEAN YOUR SKIN
614;018006980;2019-01-07;2019-04-30;it;en;2029-01-07;IperBuy
615;018006994;2019-01-08;2019-05-23;en;es;2029-01-08;YOGI FARMS
616;018006996;2019-01-08;2019-05-29;de;en;2029-01-08;CTR
617;018006998;2019-01-08;2020-07-03;en;de;2029-01-08;EPOXIT
618;018006999;2019-01-08;2019-05-07;en;fr;2029-01-08;THE JCB ACADEMY
619;018007005;2019-01-08;2019-07-24;en;es;2029-01-08;Asten
620;018007008;2019-01-08;2019-05-15;en;fr;2029-01-08;THRIVEFIT
621;018007014;2019-01-08;2019-05-15;it;en;2029-01-08;NOTTE ROSA
622;018007016;2019-01-08;2019-05-11;sv;en;2029-01-08;THOMAS SAND UND KIES
623;018007017;2019-01-08;2019-04-29;de;en;2029-01-08;DAOdirect
624;018007023;2019-01-08;2019-05-01;lt;en;2029-01-08;SPELLFIRE
625;018007025;2019-01-08;2019-04-25;bg;en;2029-01-08;Vinghen
626;018007028;2019-01-08;2019-05-23;fr;en;2029-01-08;TIERRAS CALIENTES
627;018007030;2019-01-08;2019-05-25;de;en;2029-01-08;MULI
628;018007031;2019-01-08;2019-06-25;en;fr;2029-01-08;BDG
629;018007032;2019-01-08;2019-05-22;en;fr;2029-01-08;WELLIE WANGLE
630;018007033;2019-01-08;2019-05-09;en;es;2029-01-08;EMOD
631;018007034;2019-01-08;2019-05-09;sv;de;2029-01-08;Calstat
632;018007035;2019-01-08;2020-02-08;de;en;2029-01-08;Farmtech
633;018007039;2019-01-08;2019-05-24;sv;de;2029-01-08;Colestop
634;018007041;2019-01-08;2019-05-17;nl;en;2029-01-08;THERMOTRONIC
635;018007044;2019-01-08;2019-04-26;de;en;2029-01-08;amicoo
636;018007046;2019-01-08;2019-12-05;en;fr;2029-01-08;SAKURA
637;018007047;2019-01-08;2019-05-15;en;it;2029-01-08;ROAST BATTLE
638;018007049;2019-01-08;2019-04-26;en;de;2029-01-08;ar:met
639;018007051;2019-01-08;2019-05-24;en;it;2029-01-08;SLATTABLES
640;018007052;2019-01-08;2019-07-17;en;it;2029-01-08;Q-BITAL
641;018007054;2019-01-08;2019-05-24;en;it;2029-01-08;SLATTABLE
642;018007062;2019-01-08;2019-05-24;en;de;2029-01-08;FX CORAL
643;018007067;2019-01-08;2020-05-22;en;fr;2029-01-08;FLAIR
644;018007068;2019-01-08;2019-06-25;it;en;2029-01-08;IN CASE OF
645;018007072;2019-01-08;2019-06-25;it;en;2029-01-08;PLASTICA PANARO
646;018007074;2019-01-08;2019-07-02;fr;en;2029-01-08;Phantombuster
647;018007076;2019-01-08;2019-05-15;en;fr;2029-01-08;CINCINNATI GLOBAL UNDERWRITING LIMITED
648;018007077;2019-01-08;2019-05-15;en;fr;2029-01-08;CINCINNATI GLOBAL UNDERWRITING AGENCY LIMITED
649;018007081;2019-01-08;2019-05-23;en;it;2029-01-08;Gamble & Gunn
650;018007082;2019-01-08;2020-02-26;en;fr;2029-01-08;JUUL
651;018007086;2019-01-08;2019-08-07;fr;en;2029-01-08;ELVNPRS
652;018007087;2019-01-08;2019-08-13;en;it;2029-01-08;Ignis
653;018007088;2019-01-08;2019-08-13;en;it;2029-01-08;Ardor
654;018007089;2019-01-09;2019-05-01;en;de;2029-01-09;Kaliwa
655;018007090;2019-01-09;2019-04-29;en;de;2029-01-09;CUCUFA
656;018007091;2019-01-09;2019-05-01;en;it;2029-01-09;JIAUFU
657;018007092;2019-01-09;2019-04-29;en;de;2029-01-09;Yililay
658;018007094;2019-01-09;2019-05-07;en;de;2029-01-09;LOYAL MAN
659;018007096;2019-01-09;2019-04-23;en;fr;2029-01-09;THE JINX!
660;018007097;2019-01-09;2019-06-15;en;es;2029-01-09;SEA FORTRESS
661;018007098;2019-01-09;2019-04-30;de;en;2029-01-09;SmartRailPort
662;018007099;2019-01-09;2019-05-09;es;en;2029-01-09;GASONTRUCK
663;018007101;2019-01-09;2019-06-26;en;es;2029-01-09;BRAVE CONQUEST
664;018007105;2019-01-09;2019-05-31;en;fr;2029-01-09;newyes
665;018007108;2019-01-09;2019-05-01;en;es;2029-01-09;ENCANTADORA
666;018007109;2019-01-09;2019-04-30;en;de;2029-01-09;PAPLIO
667;018007114;2019-01-09;2019-05-30;en;fr;2029-01-09;ORBBEC
668;018007115;2019-01-09;2019-04-25;de;en;2029-01-09;WINGLIFT
669;018007116;2019-01-09;2019-04-25;de;en;2029-01-09;VTLR
670;018007118;2019-01-09;2019-06-28;en;de;2029-01-09;TRAVOIS
671;018007121;2019-01-09;2019-10-23;pl;en;2029-01-09;metoda Łukasiewicza
672;018007122;2019-01-09;2019-06-22;en;de;2029-01-09;LEVI’S INK
673;018007124;2019-01-09;2019-05-01;de;en;2029-01-09;QSpeed AFM
674;018007129;2019-01-09;2019-08-31;en;fr;2029-01-09;POWR
675;018007133;2019-01-09;2019-05-25;de;en;2029-01-09;TUBANTIN
676;018007134;2019-01-09;2019-04-25;fr;es;2029-01-09;XMANCLUB
677;018007135;2019-01-09;2019-10-31;fr;es;2029-01-09;FETISH AWARDS
678;018007136;2019-01-09;2019-06-11;de;en;2029-01-09;ROD-A-MAT
679;018007139;2019-01-09;2019-04-25;fr;es;2029-01-09;MISTER DADDY
680;018007142;2019-01-09;2019-04-25;fr;es;2029-01-09;ADUFF AWARDS
681;018007144;2019-01-09;2019-05-28;de;en;2029-01-09;AVURO
682;018007147;2019-01-09;2019-06-15;en;fr;2029-01-09;ARTISTRY LABS
683;018007148;2019-01-09;2019-05-25;en;fr;2029-01-09;NORTH
684;018007149;2019-01-09;2019-06-26;en;fr;2029-01-09;METAGREEN
685;018007150;2019-01-09;2019-05-25;en;fr;2029-01-09;CAREPATH
686;018007151;2019-01-09;2019-05-25;en;de;2029-01-09;InnoPlex
687;018007153;2019-01-09;2019-09-23;hu;en;2029-01-09;TRINITY
688;018007155;2019-01-09;2019-07-15;hu;en;2029-01-09;LIBERTY
689;018007156;2019-01-09;2019-05-01;en;it;2029-01-09;AdMaster
690;018007160;2019-01-09;2019-05-16;en;fr;2029-01-09;GLENDRONACH MASTER VINTAGE
691;018007161;2019-01-09;2019-05-24;it;en;2029-01-09;ESAFLOR
692;018007164;2019-01-09;2019-05-25;fr;en;2029-01-09;MARIO MOUSSE
693;018007165;2019-01-09;2019-04-30;en;it;2029-01-09;VERONNI
694;018007166;2019-01-09;2019-08-07;en;fr;2029-01-09;OCULUS GO
695;018007167;2019-01-09;2019-05-04;bg;en;2029-01-09;HANOS
